task_title,status,branch,worktree_path,archived,created
"DB-E03-S01-T02: Create order_items Table",inreview,vk/84fc-db-e03-s01-t02-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\84fc-db-e03-s01-t02-c,False,2026-01-20T09:12:10
"DB-E03-S01-T03: Create order_state_history Table",inreview,vk/878e-db-e03-s01-t03-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\878e-db-e03-s01-t03-c,False,2026-01-20T09:01:30
"DB-E03-S01-T04: Create pattern_files Table",inreview,vk/2ba7-db-e03-s01-t04-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\2ba7-db-e03-s01-t04-c,False,2026-01-20T09:01:23
"DB-E03-S01-T05: Create State Transition Function",inreview,vk/8aed-db-e03-s01-t05-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8aed-db-e03-s01-t05-c,False,2026-01-20T09:01:18
"FE-E01-S01-T01: Initialize Next.js 14",inreview,vk/b13c-fe-e01-s01-t01-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\b13c-fe-e01-s01-t01-i,False,2026-01-19T14:35:19
"FE-E01-S01-T02: Configure Tailwind",inreview,vk/7dcb-fe-e01-s01-t02-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\7dcb-fe-e01-s01-t02-c,False,2026-01-19T14:40:21
"FE-E01-S01-T03: Set Up Zustand Store",inreview,vk/eee7-fe-e01-s01-t03-s,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\eee7-fe-e01-s01-t03-s,False,2026-01-19T14:43:54
"FE-E01-S01-T04: Configure Environment",inreview,vk/3701-fe-e01-s01-t04-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3701-fe-e01-s01-t04-c,False,2026-01-19T14:43:55
"FE-E01-S02-T01: Implement Dual-Track Router",inreview,vk/5b66-fe-e01-s02-t01-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5b66-fe-e01-s02-t01-i,False,2026-01-19T14:44:59
"FE-E01-S02-T02: Create Layout Components",inreview,vk/00ce-fe-e01-s02-t02-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\00ce-fe-e01-s02-t02-c,False,2026-01-19T14:48:00
"FE-E01-S02-T03: Implement Responsive Design",inreview,vk/50fd-fe-e01-s02-t03-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\50fd-fe-e01-s02-t03-i,False,2026-01-19T14:48:02
"FE-E01-S03-T01: Create useSession Hook",inreview,vk/33c8-fe-e01-s03-t01-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\33c8-fe-e01-s03-t01-c,False,2026-01-19T14:52:34
"FE-E01-S03-T02: Call Session API",inreview,vk/0853-fe-e01-s03-t02-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\0853-fe-e01-s03-t02-c,False,2026-01-19T14:53:07
"FE-E01-S03-T03: Implement Session Restore",inreview,vk/7548-fe-e01-s03-t03-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\7548-fe-e01-s03-t03-i,False,2026-01-19T14:56:09
"FE-E02-S01-T01: Set Up R3F Canvas",inreview,vk/69c0-fe-e02-s01-t01-s,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\69c0-fe-e02-s01-t01-s,False,2026-01-19T14:57:11
"FE-E02-S01-T02: Implement GPU Tier Detection",inreview,vk/fea8-fe-e02-s01-t02-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\fea8-fe-e02-s01-t02-i,False,2026-01-19T14:57:42
"FE-E02-S01-T03: Configure Tiered Rendering",inreview,vk/e31b-fe-e02-s01-t03-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\e31b-fe-e02-s01-t03-c,False,2026-01-19T15:01:43
"FE-E02-S01-T04: Set Up Lighting",inreview,vk/04e2-fe-e02-s01-t04-s,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\04e2-fe-e02-s01-t04-s,False,2026-01-19T15:03:14
"FE-E02-S01-T05: Implement Camera Controls",inreview,vk/06dc-fe-e02-s01-t05-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\06dc-fe-e02-s01-t05-i,False,2026-01-19T15:03:16
"FE-E02-S02-T01: Implement GLTF Loader",inreview,vk/42d8-fe-e02-s02-t01-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\42d8-fe-e02-s02-t01-i,False,2026-01-19T15:04:17
"FE-E02-S02-T02: Create Asset Manager",inreview,vk/3c1f-fe-e02-s02-t02-c,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3c1f-fe-e02-s02-t02-c,False,2026-01-19T15:04:49
"FE-E02-S02-T03: Implement Suspense Boundaries",inreview,vk/b108-fe-e02-s02-t03-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\b108-fe-e02-s02-t03-i,False,2026-01-19T15:06:50
"FE-E02-S03-T01: Build Fabric Selector",inreview,vk/c5de-fe-e02-s03-t01-b,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\c5de-fe-e02-s03-t01-b,False,2026-01-19T15:07:52
"FE-E02-S03-T02: Implement Fabric Selection",inreview,vk/4194-fe-e02-s03-t02-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\4194-fe-e02-s03-t02-i,False,2026-01-19T15:09:53
"FE-E02-S03-T03: Build Style Selector",inreview,vk/e2f6-fe-e02-s03-t03-b,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\e2f6-fe-e02-s03-t03-b,False,2026-01-19T15:11:55
"FE-E02-S03-T04: Implement Mesh Swapping",inreview,vk/ad31-fe-e02-s03-t04-i,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\ad31-fe-e02-s03-t04-i,False,2026-01-19T15:12:26
"FE-E02-S03-T05: Build Lining Selector",inreview,vk/dd1d-fe-e02-s03-t05-b,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\dd1d-fe-e02-s03-t05-b,False,2026-01-19T15:13:57
"FIN-E01-S01-T01: Configure Stripe Account",inreview,vk/5231-fin-e01-s01-t01,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5231-fin-e01-s01-t01,False,2026-01-19T23:07:07
"FIN-E01-S01-T02: Set Up API Keys",inreview,vk/d313-fin-e01-s01-t02,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\d313-fin-e01-s01-t02,False,2026-01-19T23:08:08
"FIN-E01-S01-T03: Create PaymentIntent Endpoint",inreview,vk/e054-fin-e01-s01-t03,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\e054-fin-e01-s01-t03,False,2026-01-19T23:09:39
"FIN-E01-S01-T04: Handle Track A Amount",inreview,vk/8747-fin-e01-s01-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8747-fin-e01-s01-t04,False,2026-01-19T23:09:41
"FIN-E01-S01-T05: Handle Track B Amount",inreview,vk/9373-fin-e01-s01-t05,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9373-fin-e01-s01-t05,False,2026-01-19T23:11:12
"FIN-E01-S02-T01: Create Webhook Endpoint",inreview,vk/db6c-fin-e01-s02-t01,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\db6c-fin-e01-s02-t01,False,2026-01-19T23:13:44
"FIN-E01-S02-T02: Verify Webhook Signature",inreview,vk/9e8f-fin-e01-s02-t02,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9e8f-fin-e01-s02-t02,False,2026-01-19T23:14:45
"FIN-E01-S02-T03: Handle payment_intent.succeeded",inreview,vk/9564-fin-e01-s02-t03,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9564-fin-e01-s02-t03,False,2026-01-19T23:15:16
"FIN-E01-S02-T04: Handle payment_intent.failed",inreview,vk/5ffc-fin-e01-s02-t04,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5ffc-fin-e01-s02-t04,False,2026-01-19T23:18:18
"INFRA-E01-S01-T01: Provision GPU Instance",inreview,vk/3328-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3328-infra-e01-s01-t0,False,2026-01-20T08:14:53
"INFRA-E01-S01-T01: Provision GPU Instance",inreview,vk/bb49-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\bb49-infra-e01-s01-t0,False,2026-01-19T09:37:41
"INFRA-E01-S01-T01: Provision GPU Instance",inreview,vk/a520-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\a520-infra-e01-s01-t0,False,2026-01-19T00:38:11
"INFRA-E01-S01-T01: Provision GPU Instance",inreview,vk/20f3-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\20f3-infra-e01-s01-t0,False,2026-01-19T00:38:11
"INFRA-E01-S01-T02: Install NVIDIA Driver",inreview,vk/2646-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\2646-infra-e01-s01-t0,False,2026-01-19T01:11:21
"INFRA-E01-S01-T03: Install CUDA Toolkit",inreview,vk/9f34-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9f34-infra-e01-s01-t0,False,2026-01-19T01:11:13
"INFRA-E01-S01-T04: Verify GPU Access",inreview,vk/3fdc-infra-e01-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\3fdc-infra-e01-s01-t0,False,2026-01-19T01:10:41
"INFRA-E01-S02-T01: Install WSL2",inreview,vk/8d6d-infra-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\8d6d-infra-e01-s02-t0,False,2026-01-19T09:38:22
"INFRA-E01-S02-T01: Install WSL2",inreview,vk/93d7-infra-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\93d7-infra-e01-s02-t0,False,2026-01-19T01:08:14
"INFRA-E01-S02-T02: Configure WSL Resources",inreview,vk/ed1d-infra-e01-s02-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\ed1d-infra-e01-s02-t0,False,2026-01-19T01:01:00
"INFRA-E02-S01-T01: Create Vision Dockerfile",inreview,vk/5032-infra-e02-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5032-infra-e02-s01-t0,False,2026-01-20T09:03:03
"INFRA-E02-S01-T02: Install PyTorch Nightly",inreview,vk/6f3f-infra-e02-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\6f3f-infra-e02-s01-t0,False,2026-01-19T00:58:12
"INFRA-E02-S01-T03: Install Vision Dependencies",inreview,vk/cbe6-infra-e02-s01-t0,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\cbe6-infra-e02-s01-t0,False,2026-01-20T09:02:58
"RUNNER-E01-S01-T01: Create PWA Shell",inreview,vk/5f6c-runner-e01-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\5f6c-runner-e01-s01-t,False,2026-01-19T22:31:02
"RUNNER-E01-S01-T02: Implement Runner Auth",inreview,vk/f416-runner-e01-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\f416-runner-e01-s01-t,False,2026-01-19T22:31:34
"RUNNER-E01-S01-T03: Build Mobile Layout",inreview,vk/01fa-runner-e01-s01-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\01fa-runner-e01-s01-t,False,2026-01-19T22:32:05
"RUNNER-E01-S02-T01: Build Task List View",inreview,vk/617e-runner-e01-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\617e-runner-e01-s02-t,False,2026-01-19T22:34:07
"RUNNER-E01-S02-T02: Filter by Task Type",inreview,vk/9ab8-runner-e01-s02-t,C:\Users\mathe\AppData\Local\Temp\vibe-kanban\worktrees\9ab8-runner-e01-s02-t,False,2026-01-19T22:34:08
